Max threads OMP : 12 OpenMP version: 202011 :OpenMP 5.0 (2018) active
PARAMETR_SIZE: 1344; MAX_VALUE_SIZE: 4; NAME_FILE_GRAPH: Parametr_Graph/test1344_4.txt; ANT_SIZE: 500; KOL_ITERATION: 500; KOL_PROGON_STATISTICS: 50; PARAMETR_Q: 1; PARAMETR_RO: 0.999; MAX_PARAMETR_VALUE_TO_MIN_OPT: 1000, MAX_THREAD_CUDA: 256, OPTIMIZE: OPTIMIZE_MIN_1 ; 
Time Hybrid OMP;2156.58; 2063.8; 2063.33; 1288.55; 15.6723; 2063.3; 36.668; 1745.89; 200.044; 0.5; 0.5; 0; 
Time Hybrid OMP;1971.79; 1965.49; 1965.09; 1191.08; 11.3787; 1965.05; 35.3533; 1652.93; 195.158; 0.5; 0.5; 2; 
Time Hybrid OMP;1923.73; 1917.61; 1917.21; 1140.69; 5.101; 1917.16; 32.3647; 1609.21; 195.238; 0.5; 0.5; 0; 
Time Hybrid OMP;1909.37; 1903.59; 1903.17; 1152.27; 6.7444; 1903.2; 26.8299; 1609.71; 186.541; 0.5; 0.5; 0; 
Time Hybrid OMP;1898.36; 1892.63; 1892.18; 1126.87; 4.6315; 1892.22; 34.4422; 1581.06; 197.28; 0.5; 0.5; 4; 
Time Hybrid OMP;1911.43; 1905.63; 1905.22; 1126.25; 4.3954; 1905.26; 38.0647; 1577.6; 203.698; 0.5; 0.5; 0; 
Time Hybrid OMP;1886.75; 1880.67; 1880.01; 1127.55; 4.8689; 1880.15; 24.8562; 1581.41; 194.046; 0.5; 0.5; 0; 
Time Hybrid OMP;1975.19; 1968.33; 1967.9; 1201.73; 12.2735; 1967.84; 30.6505; 1661.36; 193.643; 0.5; 0.5; 0; 
Time Hybrid OMP;1894.5; 1887.67; 1887.13; 1129.52; 4.7989; 1887.01; 38.8056; 1595.23; 185.378; 0.5; 0.5; 0; 
